u b v r i+ z++ vista_y vista_j vista_h vista_k irac_1 irac_2 Z_SIM
28.42451 27.08029 26.50224 26.39679 26.3963 26.46226 26.4492 26.35672 25.77111 25.61487 25.56913 25.58653 3.10546
27.70819 26.64529 25.83917 25.75898 25.75937 25.87813 25.82609 25.72815 25.18951 25.02446 24.96559 24.97056 3.09772
27.43973 26.34167 25.87647 25.86524 25.91273 25.99073 26.03249 26.02048 25.51277 25.40609 25.38658 25.41271 3.08965
27.4556 26.30377 25.77714 25.76864 25.80659 25.90123 25.90837 25.8703 25.35814 25.2218 25.17253 25.1853 3.08081
27.81533 26.85445 26.36913 26.34998 26.39136 26.47659 26.48808 26.4518 25.92578 25.80838 25.76291 25.77915 3.07459
26.27761 25.44028 25.05183 25.07737 25.15044 25.27313 25.29655 25.33725 24.94654 24.92246 24.9773 25.0362 3.06848
27.23303 26.39754 25.79378 25.78601 25.82947 25.90849 25.92036 25.90163 25.38905 25.32172 25.31556 25.34914 3.06033
27.14513 26.18518 25.71932 25.72326 25.77394 25.85371 25.87676 25.87581 25.37342 25.32821 25.35368 25.4114 3.05585
26.88721 26.08519 25.71753 25.75782 25.83095 25.93902 25.97324 25.99511 25.53434 25.4759 25.48673 25.53179 3.05011
26.62938 25.87826 25.2507 25.2494 25.2803 25.3637 25.36583 25.33082 24.80761 24.72223 24.7004 24.71764 3.04544
26.99714 26.17793 25.83401 25.85502 25.91393 25.99246 26.02682 26.01119 25.44281 25.37013 25.35534 25.39489 3.04005
26.0485 25.34781 24.91078 24.96774 25.05266 25.16408 25.21599 25.26752 24.83722 24.82319 24.87472 24.92843 3.03347
26.37403 25.80873 25.48278 25.55404 25.64944 25.77037 25.82665 25.89923 25.51717 25.52197 25.58658 25.6446 3.0274
27.47234 26.5822 25.94992 25.94305 25.94778 26.00853 25.99611 25.90459 25.26431 25.13262 25.06059 25.06704 3.02181
27.7689 26.84042 26.33832 26.36364 26.42549 26.49563 26.53115 26.48587 25.8513 25.76977 25.74011 25.77848 3.01725
27.6714 26.98714 26.16171 26.1668 26.18875 26.24581 26.24558 26.20314 25.61415 25.5393 25.49678 25.51508 3.01268
27.95378 27.00969 26.41143 26.43565 26.47235 26.53775 26.55892 26.52866 25.94311 25.85764 25.79679 25.80649 3.00635
27.37198 26.67027 26.10595 26.11301 26.13119 26.20759 26.19331 26.12985 25.52114 25.40499 25.34164 25.35611 3.00034
